emdb_id,resolution,fitted_pdbs
EMD-52815,2.54,9ibx
EMD-52246,2.2,9hl8
EMD-48155,2.68,9elm
EMD-50345,2.9,9fey
EMD-50389,2.7,9fg9
EMD-52251,2.2,9hld
EMD-52243,2.1,9hl4
EMD-51988,2.5,9hap
EMD-49299,3.11,9ne6
EMD-52819,3.08,9ibz
EMD-48153,2.93,9ell
EMD-50344,2.6,9fex
EMD-50387,2.7,9fg7
EMD-50120,2.94,9f10
EMD-50376,3.4,9ffw
EMD-50381,3.1,9fg1
EMD-51605,2.74,9gu9
EMD-52646,2.64,9i62
EMD-60307,2.74,8zom
EMD-61055,2.76,9j0i
EMD-51913,2.7,9h78
EMD-50370,3.1,9ffq
EMD-48348,3.4,9ml5
EMD-62749,3.3,9l1n
EMD-51109,2.75,9g74
EMD-50399,2.9,9fgf
EMD-50368,3.2,9ffo
EMD-53066,2.21,9qeg
EMD-51537,3.46,9gs2
EMD-47033,3.0,9dnb
EMD-61514,2.72,9jj1
EMD-53229,3.2,9qln
EMD-52828,2.96,9ic3
EMD-48347,3.3,9ml4
EMD-50384,3.4,9fg4
EMD-60295,3.03,8zok
EMD-50402,3.0,9fgh
EMD-51552,2.58,9gsn
EMD-52210,2.3,9hj6
EMD-50118,3.45,9f0y
EMD-60275,3.02,8zno
EMD-52823,3.24,9ic0
EMD-46614,3.37,9d7p
EMD-46569,2.8,9d4t
EMD-53226,2.65,9qlf
EMD-52249,2.1,9hlb
EMD-50348,3.2,9ff1
EMD-50342,3.1,9fev
EMD-50341,2.5,9feu
EMD-60352,2.76,8zpr
EMD-50365,2.8,9ffl
EMD-52248,2.4,9hla
EMD-50388,2.9,9fg8
EMD-47032,3.25,9dn7
EMD-60849,2.52,9isq
EMD-47362,2.2,9e0m
EMD-50374,2.5,9ffu
EMD-60314,3.14,8zoo
EMD-46982,2.79,9dlp
EMD-60816,2.8,9irk
EMD-61272,2.45,9j9h
EMD-52824,2.73,9ic1
EMD-50378,3.1,9ffy
EMD-47364,2.0,9e0o
EMD-50390,3.3,9fga
EMD-50400,2.6,9fgg
EMD-61052,2.88,9j0b
EMD-50375,2.8,9ffv
EMD-48350,3.2,9ml7
EMD-60312,3.05,8zon
EMD-50119,3.42,9f0z
EMD-61054,2.76,9j0f
EMD-50366,3.0,9ffm
EMD-52211,2.1,9hj8
EMD-50385,3.2,9fg5
EMD-50349,2.8,9ff2
EMD-51902,2.56,9h6x
EMD-53067,2.08,9qeh
EMD-46953,3.3,9dkd
EMD-52250,2.1,9hlc
EMD-48151,2.92,9elj
EMD-50383,3.1,9fg3
EMD-50379,3.3,9ffz
EMD-53222,2.74,9qkv
EMD-51786,3.3,9h1z
EMD-63585,3.4,9m2h
EMD-60798,3.16,9iqy
EMD-61598,2.74,9jmd
EMD-60768,2.93,9ipb
EMD-60253,3.38,8zmp
EMD-60797,3.37,9iqx
EMD-48150,2.82,9eli
EMD-48575,3.2,9msd
EMD-46959,2.8,9dkj
EMD-61597,2.57,9jmc
EMD-48159,2.64,9elq
EMD-60514,2.72,8zw0
EMD-60513,2.35,8zvz
EMD-48149,2.98,9elh
EMD-51679,2.61,9gxx
EMD-51758,2.49,9h0l
EMD-50280,2.5,9fas
EMD-63051,2.7,9lfn
EMD-48591,3.4,9msy
EMD-60764,3.21,9ip7
EMD-43677,3.06,8vys
EMD-43674,3.29,8vyp
EMD-48156,2.93,9eln
EMD-48147,2.88,9elf
EMD-47026,3.3,9dn5
EMD-46975,3.4,9dle
EMD-39500,2.27,8yqn
EMD-48157,2.74,9elo
EMD-48846,2.72,9n36
EMD-44859,2.6,9bs6
EMD-46974,3.2,9dld
EMD-44925,2.9,9buy
EMD-48158,2.94,9elp
EMD-48146,3.16,9ele
EMD-60202,2.64,8zkp
EMD-50889,3.25,9fyq
EMD-48287,2.8,9mib
EMD-51946,2.8,9h90
EMD-45928,3.4,9cu5
EMD-51108,2.74,9g71
EMD-49856,2.71,9nvu
EMD-62527,3.4,9krh
EMD-60922,2.31,9iv9
EMD-47456,3.08,9e2l
EMD-47091,3.2,9dou
EMD-60206,2.8,8zkr
EMD-52578,2.85,9i20
EMD-60830,2.9,9is4
EMD-60203,2.84,8zkq
EMD-47457,2.98,9e2m
EMD-70308,2.1,9oc4
EMD-45243,2.6,9c6b
EMD-60746,3.33,9iop
EMD-51541,3.15,9gs7
EMD-51538,3.15,9gs3
EMD-62528,3.39,9kri
EMD-44770,2.57,9bpb
EMD-48291,3.3,9mii
EMD-51947,2.7,9h91
EMD-53249,2.91,9qnr
EMD-51529,3.4,9grz
EMD-60748,3.3,9iox
EMD-19683,3.3,8s2t
EMD-60137,2.67,8zj4
EMD-60834,2.77,9is8
EMD-51430,3.4,9gkn
EMD-47455,3.0,9e2k
EMD-60923,2.52,9iva
EMD-60745,3.27,9ion
EMD-45929,3.3,9cu6
EMD-60133,2.64,8ziy
EMD-44908,2.8,9buh
EMD-50629,3.0,9fot
EMD-48286,2.8,9mia
EMD-44893,2.96,9btl
EMD-60208,3.34,8zkt
EMD-60209,3.34,8zku
EMD-48457,2.7,9moe
EMD-50523,3.4,9fkn
EMD-60121,2.95,"8zi4,8ziv"
EMD-44645,3.39,9bku
EMD-60207,3.21,8zks
EMD-51539,3.1,9gs5
EMD-62521,3.29,9kr7
EMD-60196,2.3,8zkh
EMD-45292,2.7,9c7t
EMD-51528,3.0,9gry
EMD-60140,2.5,8zjc
EMD-48283,2.8,9mi0
EMD-70545,3.2,9ojn
EMD-48481,3.15,9mot
EMD-19538,2.36,8rvy
EMD-44885,2.39,9bta
EMD-39284,2.7,8yh8
EMD-37998,2.29,8x1q
EMD-53153,2.4,9qh3
EMD-60694,2.97,9imn
EMD-51568,2.96,9gu0
EMD-48623,3.37,9mu8
EMD-51681,3.0,9gy4
EMD-44888,2.43,9btd
EMD-60040,2.99,8zen
EMD-60839,2.97,9isn
EMD-51570,2.73,9gu2
EMD-29811,3.28,8g7d
EMD-60085,2.25,8zgo
EMD-44654,3.31,9blf
EMD-38002,2.21,8x1u
EMD-48804,3.34,9n13
EMD-18796,2.43,8r0l
EMD-51569,2.48,9gu1
EMD-48808,3.09,9n17
EMD-60791,2.7,9iqg
EMD-49618,3.3,9nov
EMD-44880,1.93,9bt2
EMD-37999,2.72,8x1r
EMD-44887,2.41,9btc
EMD-44884,2.11,9bt9
EMD-44874,2.06,9bsw
EMD-60605,2.98,9iiu
EMD-48803,3.18,9n12
EMD-44878,2.23,9bt0
EMD-38628,3.1,8xst
EMD-60042,3.29,8zep
EMD-70431,3.35,9ofg
EMD-19564,1.85,8rwn
EMD-19533,2.22,8rvu
EMD-53283,3.2,9qpt
EMD-38008,2.62,8x2f
EMD-38627,3.33,8xss
EMD-44877,2.49,9bsz
EMD-29829,3.22,8g7z
EMD-64089,3.2,9ueq
EMD-29830,3.25,8g80
EMD-60525,3.0,8zwf
EMD-49617,2.8,9nou
EMD-53282,3.28,9qps
EMD-61047,2.7,9j03
EMD-18798,2.7,8r0n
EMD-38626,2.93,8xsr
EMD-62611,3.19,9kwi
EMD-18800,2.44,8r0p
EMD-18797,2.87,8r0m
EMD-60526,2.87,8zwg
EMD-44875,2.37,9bsx
EMD-44876,2.58,9bsy
EMD-62500,3.36,9kqc
EMD-44886,2.33,9btb
EMD-49608,3.4,9nor
EMD-44879,2.22,9bt1
EMD-48809,3.02,9n18
EMD-60041,2.79,8zeo
EMD-18795,2.94,8r0k
EMD-51571,2.64,9gu3
EMD-48810,3.02,9n19
EMD-53377,2.7,9qub
EMD-19534,2.2,8rvv
EMD-29831,3.22,8g81
EMD-48807,3.01,9n16
EMD-53384,2.9,9quw
EMD-48806,3.2,9n15
EMD-45616,2.62,9cib
EMD-38001,2.47,8x1t
EMD-70432,2.59,9ofh
EMD-70434,3.21,9ofj
EMD-48805,3.08,9n14
EMD-38000,2.37,8x1s
EMD-18799,2.3,8r0o
EMD-60086,1.89,8zgp
EMD-47359,2.4,9e0j
EMD-62766,3.0,9l22
EMD-61467,2.74,9jgz
EMD-62274,3.3,9kdf
EMD-62757,2.69,9l1x
EMD-45799,3.42,9cp4
EMD-47669,3.29,9e7h
EMD-49508,2.8,9nkg
EMD-62275,3.33,9kdg
EMD-61202,2.8,9j7d
EMD-38607,3.13,8xrm
EMD-61201,3.0,9j7c
EMD-49507,2.9,9nkf
EMD-47841,3.1,9ear
EMD-49039,2.85,9n5u
EMD-44728,3.1,9bnk
EMD-47687,3.18,9e7r
EMD-44733,3.17,9bnp
EMD-50510,3.43,9fjr
EMD-49040,2.76,9n5v
EMD-49406,3.2,9nh8
EMD-61848,3.46,9jw1
EMD-61469,3.07,9jh1
EMD-62499,2.22,9kqb
EMD-44305,2.61,9b7g
EMD-38624,2.7,8xso
EMD-47980,2.92,9efu
EMD-49509,2.94,9nki
EMD-48797,3.3,9n0x
EMD-52339,1.51,9hq6
EMD-52121,3.06,9hfq
EMD-44014,2.19,9azc
EMD-46828,3.35,9dgi
EMD-45827,2.39,9cqy
EMD-43409,2.63,8vpk
EMD-60407,2.29,8zrw
EMD-45815,2.55,9cqm
EMD-45816,2.37,9cqn
EMD-60409,2.23,8zry
EMD-61845,3.41,9jvw
EMD-44894,3.1,9bto
EMD-53196,3.04,9qiw
EMD-60572,3.23,8zym
EMD-61844,2.82,9jvv
EMD-60400,3.25,8zrn
EMD-45824,2.75,9cqv
EMD-48381,2.33,9mly
EMD-48539,2.43,9mqt
EMD-45822,2.37,9cqt
EMD-39876,3.46,8zaa
EMD-48383,2.19,9mm0
EMD-48540,2.59,9mqu
EMD-45825,2.61,9cqw
EMD-63571,2.55,9m1h
EMD-60594,2.6,9iig
EMD-45828,2.19,9cqz
EMD-48384,2.08,9mm1
EMD-42297,2.96,8uik
EMD-43444,3.13,8vqi
EMD-48538,3.1,9mqs
EMD-37886,3.32,8wwa
EMD-52124,2.8,9hfs
EMD-43443,2.7,8vqh
EMD-60408,2.27,8zrx
EMD-45819,2.91,9cqq
EMD-45820,2.7,9cqr
EMD-61473,2.89,9jh6
EMD-45431,2.92,9cc1
EMD-45829,2.08,9cr0
EMD-45821,2.52,9cqs
EMD-48382,2.19,9mlz
EMD-60406,2.55,8zrv
EMD-47992,3.2,9ego
EMD-45826,2.51,9cqx
EMD-60401,3.32,8zrp
EMD-45817,3.01,9cqo
EMD-45818,2.78,9cqp
EMD-61296,3.1,9jao
EMD-39874,3.43,8za6
EMD-45823,2.72,9cqu
EMD-52126,2.9,9hft
EMD-37883,3.28,8ww7
EMD-60405,2.18,8zru
EMD-44017,2.98,9azn
EMD-44047,2.92,9b0n
EMD-44043,2.84,9b0j
EMD-44048,2.83,9b0o
EMD-44063,2.77,9b11
EMD-44060,2.66,9b0w
EMD-44021,2.8,9azs
EMD-42317,2.67,8ujb
EMD-51084,3.0,9g5c
EMD-44796,2.8,9bq3
EMD-47439,2.8,9e26
EMD-44721,2.9,9bn4
EMD-44723,3.4,9bn6
EMD-39799,3.1,8z6h
EMD-45757,2.62,9cn3
EMD-45807,2.8,9cq3
EMD-51086,3.2,9g5e
EMD-44689,3.22,9bm6
EMD-50046,2.71,9exq
EMD-50063,2.01,9eys
EMD-50047,2.49,9exr
EMD-50990,2.35,9g30
EMD-44708,2.6,9bmr
EMD-60782,2.53,9ipv
EMD-39797,3.0,8z6b
EMD-52118,3.3,9hfn
EMD-44701,3.1,9bmj
EMD-42947,3.1,8v3g
EMD-44683,2.8,9bm0
EMD-49055,3.09,9n6b
EMD-51083,3.2,9g5b
EMD-46856,2.6,9dh5
EMD-45892,2.4,9csd
EMD-62242,2.19,9kc5
EMD-52119,3.1,9hfo
EMD-46970,2.81,9dkv
EMD-60606,2.89,9iiv
EMD-46857,3.4,9dh6
EMD-61113,2.9,9j3c
EMD-63340,2.68,9lrr
EMD-46858,3.4,9dh7
EMD-44698,2.86,9bmg
EMD-48274,2.92,9mhd
EMD-45550,2.3,9cfl
EMD-44905,3.4,9buc
EMD-44703,3.1,9bmm
EMD-42914,3.1,8v2h
EMD-44691,3.22,9bm8
EMD-42911,3.18,8v2g
EMD-51085,3.0,9g5d
EMD-48216,2.85,9mek
EMD-47442,3.2,9e27
EMD-53151,2.52,9qh0
EMD-49053,3.13,9n69
EMD-45813,3.4,9cqc
EMD-50092,3.02,9f02
EMD-44715,2.86,9bmy
EMD-50042,3.0,9exo
EMD-48282,2.7,9mhz
EMD-45809,3.1,9cq6
EMD-44709,3.04,9bms
EMD-44722,3.3,9bn5
EMD-45399,2.7,9cap
EMD-50057,2.6,9eym
EMD-44685,2.82,9bm2
EMD-39798,3.08,8z6f
EMD-51103,2.15,9g6j
EMD-42391,2.3,8un2
EMD-44687,3.48,9bm4
EMD-44682,2.2,9blz
EMD-50059,2.86,9eyo
EMD-63694,3.04,9m7v
EMD-44686,3.49,9bm3
EMD-44696,2.9,9bmd
EMD-51174,3.2,9ga5
EMD-46860,3.4,9dh9
EMD-44906,2.5,9bud
EMD-60604,2.93,9iir
EMD-44716,2.97,9bmz
EMD-49056,2.99,9n6c
EMD-44658,3.2,9blk
EMD-48281,3.02,9mhu
EMD-50043,2.85,9exp
EMD-44684,3.02,9bm1
EMD-45554,2.9,9cfp
EMD-44760,2.2,9bp3
EMD-50058,3.06,9eyn
EMD-47446,3.3,9e29
EMD-44702,3.3,9bml
EMD-46971,2.49,9dkw
EMD-44720,2.8,9bn3
EMD-49109,3.3,9n82
EMD-44697,2.8,9bmf
EMD-62874,3.48,9l7m
EMD-49110,3.1,9n83
EMD-61472,2.76,9jh5
EMD-45897,3.09,9ct3
EMD-50957,3.1,9g1z
EMD-44693,3.2,9bma
EMD-45898,3.29,9ct4
EMD-44904,2.3,9bub
EMD-48217,3.17,9mel
EMD-44713,3.3,9bmw
EMD-50061,3.05,9eyp
EMD-61470,2.93,9jh3
EMD-49108,2.8,9n81
EMD-52117,3.0,9hfm
EMD-61440,3.23,9jfu
EMD-50062,3.28,9eyq
EMD-44699,2.8,9bmh
EMD-44898,3.0,9btw
EMD-51328,2.67,9ggd
EMD-44447,2.95,9bd9
EMD-63482,3.3,9lxn
EMD-39631,2.74,8ywf
EMD-50914,3.4,9g09
EMD-50033,2.5,9ex9
EMD-39742,3.17,8z21
EMD-63473,3.1,9lxc
EMD-48768,2.11,9mzt
EMD-61241,3.1,9j8v
EMD-44420,2.95,9bbk
EMD-39704,3.45,8z0i
EMD-50020,2.92,9evz
EMD-63133,2.9,9lj5
EMD-60327,2.98,8zp5
EMD-52131,2.88,9hg9
EMD-51330,2.65,9ggf
EMD-63128,3.1,9liz
EMD-47148,2.85,9dso
EMD-44333,3.47,9b85
EMD-39716,3.29,8z0z
EMD-39697,3.16,8yzp
EMD-39701,3.38,8z0b
EMD-62006,2.9,9k36
EMD-39705,3.48,8z0j
EMD-62029,3.0,9k3u
EMD-46005,3.2,9cy3
EMD-63130,3.2,9lj1
EMD-62010,2.8,9k39
EMD-47258,3.2,9dwn
EMD-42363,3.3,8ulr
EMD-51326,2.63,9ggb
EMD-60544,3.39,8zxm
EMD-39741,3.26,8z1z
EMD-46892,2.7,9dhy
EMD-44390,2.86,9b9u
EMD-62008,3.1,9k38
EMD-44306,3.49,9b7j
EMD-51329,2.69,9gge
EMD-50913,3.3,9g08
EMD-44678,3.2,9blw
EMD-44189,3.33,9b4x
EMD-39698,2.76,8z00
EMD-48639,3.3,9muo
EMD-51327,2.39,9ggc
EMD-60347,3.21,8zpk
EMD-48769,2.4,9mzu
EMD-46465,2.84,9d0x
EMD-42364,3.2,8uls
EMD-46464,2.95,9d0w
EMD-61994,3.0,9k2g
EMD-60326,3.33,8zp4
EMD-60579,2.65,8zyu
EMD-39699,3.18,8z01
EMD-42318,2.87,8ujc
EMD-42319,2.96,8ujd
EMD-19936,3.0,9es6
EMD-47997,2.57,9egt
EMD-46695,2.8,9dao
EMD-47015,2.18,9dmt
EMD-63131,2.98,9lj2
EMD-47982,1.95,9efz
EMD-61626,2.7,9jnt
EMD-51338,2.9,9ggn
EMD-61632,3.0,9jnz
EMD-47017,2.13,9dmv
EMD-45453,3.13,9ccq
EMD-19996,2.34,9eva
EMD-19932,2.44,9es2
EMD-47951,2.63,9ee8
EMD-50953,3.43,9g10
EMD-19934,2.91,9es4
EMD-51689,3.1,9gy6
EMD-50952,3.31,9g0z
EMD-39911,3.28,8zbu
EMD-63982,1.99,9ua9
EMD-47953,3.36,9eea
EMD-39908,2.92,8zbr
EMD-19995,2.68,9ev9
EMD-46701,3.3,9dax
EMD-63392,3.3,9lu9
EMD-47565,2.84,9e6h
EMD-60756,3.1,9ip3
EMD-47995,2.62,9egq
EMD-39909,2.96,8zbs
EMD-61627,2.5,9jnu
EMD-47991,2.45,9egm
EMD-47014,1.92,9dms
EMD-60578,2.65,8zyt
EMD-61644,2.8,9jo5
EMD-19994,2.06,9ev8
EMD-61641,3.0,9jo2
EMD-19931,2.95,9es1
EMD-47008,2.46,9dmk
EMD-47005,2.06,9dmh
EMD-50352,3.4,9ff7
EMD-47013,2.06,9dmq
EMD-47996,2.45,9egs
EMD-47009,2.24,9dml
EMD-60757,2.84,9ip4
EMD-60755,2.7,9ip2
EMD-19997,2.38,9evb
EMD-51337,2.71,9ggm
EMD-61624,2.3,9jnp
EMD-46905,3.22,9dig
EMD-47003,2.05,9dmg
EMD-45451,2.87,9ccp
EMD-19930,2.58,9es0
EMD-63983,2.22,9uaa
EMD-39681,3.16,8yyw
EMD-61628,3.0,9jnv
EMD-47952,3.16,9ee9
EMD-47007,2.19,9dmj
EMD-39682,2.84,8yyx
EMD-60583,2.83,8zyy
EMD-51335,3.13,9ggl
EMD-50951,3.38,9g0x
EMD-61629,2.9,9jnw
EMD-63123,2.7,9liu
EMD-61630,3.0,9jnx
EMD-42306,3.43,8uiz
EMD-42305,2.97,8uiy
EMD-62419,2.78,9km0
EMD-43810,3.12,9asa
EMD-47069,3.16,9dnz
EMD-61790,3.19,9jt2
EMD-43801,3.38,9as1
EMD-60705,3.36,9inf
EMD-43803,3.18,9as3
EMD-43804,3.06,9as4
EMD-43802,3.21,9as2
EMD-43805,3.34,9as5
EMD-43798,3.27,9ary
EMD-43808,2.54,9as8
EMD-62506,2.95,9kqj
EMD-60861,3.03,9itg
EMD-61769,2.93,9jsb
EMD-43809,3.47,9as9
EMD-51347,2.7,9gh5
EMD-60200,3.06,8zkn
EMD-39671,2.7,8yy9
EMD-61127,3.3,9j3x
EMD-62377,2.7,9kju
EMD-39004,3.36,8y6y
EMD-47068,3.01,9dny
EMD-62505,3.02,9kqi
EMD-61787,3.18,9jsz
EMD-47067,2.86,9dnx
EMD-61207,2.82,9j7m
EMD-47066,2.9,9dnw
EMD-51458,3.2,9gmz
EMD-50508,3.2,9fjp
EMD-60704,3.32,9ine
EMD-39003,3.19,8y6w
EMD-52311,2.53,9hnp
EMD-43807,2.72,9as7
EMD-43797,3.24,9arx
EMD-47070,2.54,9do0
EMD-62486,3.15,9kpf
EMD-43806,3.07,9as6
EMD-60201,3.13,8zko
EMD-51348,3.0,9gh6
EMD-62129,2.77,9k6l
EMD-61129,3.4,9j40
EMD-61027,3.06,9iza
EMD-39683,2.68,8yz2
EMD-46577,2.73,9d5a
EMD-43799,3.37,9arz
EMD-62485,3.35,9kpe
EMD-37596,2.64,8wk6
EMD-61780,3.34,9jsp
EMD-43800,3.38,9as0
EMD-45582,2.62,9cgk
EMD-50511,3.48,9fjs
EMD-61208,3.14,9j7n
EMD-63513,3.07,9lyo
EMD-61209,2.77,9j7o
EMD-61029,3.16,9izd
EMD-47700,3.4,9e82
EMD-45581,2.8,9cgj
EMD-61028,2.68,9izc
EMD-62503,3.25,9kqf
EMD-62484,2.84,9kpd
EMD-60980,3.15,9ixx
EMD-51357,2.7,9ghh
EMD-37567,2.78,8wis
EMD-37451,3.09,8wcx
EMD-47119,2.9,9dqz
EMD-44142,2.73,9b3j
EMD-44091,3.07,9b1x
EMD-52560,2.39,9i0l
EMD-47473,2.6,9e2z
EMD-37532,2.65,8wh7
EMD-19842,3.2,9enr
EMD-51353,2.41,9ghd
EMD-48713,2.1,9mxc
EMD-44092,2.47,9b1y
EMD-19110,2.98,8rew
EMD-47116,3.3,9dqv
EMD-51352,2.79,9ghc
EMD-47118,2.8,9dqy
EMD-48514,3.3,9mq6
EMD-51351,2.21,9ghb
EMD-44332,3.2,9b84
EMD-51659,2.3,9gxe
EMD-44090,3.26,9b1w
EMD-51355,2.4,9ghf
EMD-52561,3.01,9i0m
EMD-39544,2.36,8yrm
EMD-51660,1.92,9gxg
EMD-48560,3.46,9mrn
EMD-51356,2.22,9ghg
EMD-44061,2.6,9b0x
EMD-47472,3.2,9e2y
EMD-44776,3.3,9bpg
EMD-52559,2.73,9i0k
EMD-50031,2.35,9ex6
EMD-50188,3.1,9f58
EMD-42428,3.27,8uo5
EMD-44331,3.01,9b83
EMD-47470,3.3,9e2w
EMD-51354,1.87,9ghe
EMD-51350,2.24,9gha
EMD-46912,3.3,9dil
EMD-44097,2.47,9b24
EMD-50030,2.19,9ex4
EMD-44050,3.2,9b0q
EMD-61070,3.4,9j17
EMD-61382,3.06,9jd6
EMD-50707,3.3,9fr3
EMD-44995,3.44,9bx6
EMD-50327,2.0,9fda
EMD-39157,2.2,8ycx
EMD-61068,3.4,9j15
EMD-60878,2.96,9itt
EMD-43407,3.2,8vpf
EMD-44049,2.82,9b0p
EMD-48831,2.4,9n2c
EMD-45010,3.37,9bxs
EMD-61119,2.77,9j3m
EMD-50842,3.2,9fx3
EMD-47291,3.2,9dxm
EMD-60870,3.31,9itl
EMD-61069,3.4,9j16
EMD-39392,3.18,8ylx
EMD-50476,2.3,9fib
EMD-48830,2.2,9n2b
EMD-61120,2.72,9j3n
EMD-61378,2.64,9jcz
EMD-47518,3.31,9e4r
EMD-46549,3.1,9d45
EMD-45004,2.76,9bxc
EMD-61299,3.4,9jap
EMD-44947,2.42,9bw3
EMD-61591,2.84,9jln
EMD-50320,2.4,9fco
EMD-61189,3.25,9j6y
EMD-61381,2.58,9jd5
EMD-45194,2.42,9c51
EMD-62483,3.18,9kp6
EMD-19782,2.8,8s7o
EMD-37486,2.59,8wf8
EMD-62692,2.9,9l09
EMD-49485,3.37,9njk
EMD-61118,2.72,9j3l
EMD-43170,2.98,8ved
EMD-50786,3.3,9fv2
EMD-60982,3.2,9ixz
EMD-49488,2.7,9njr
EMD-45195,2.64,9c52
EMD-61067,3.49,9j14
EMD-50841,3.3,9fx2
EMD-60869,2.89,9itk
EMD-45196,2.6,9c53
EMD-60868,2.84,9itj
EMD-43171,3.18,8vee
EMD-43169,2.97,8veb
EMD-49626,3.4,9np6
EMD-62991,2.6,9lcr
EMD-61484,3.2,9jhj
EMD-39393,3.05,8ym0
EMD-43172,3.04,8vef
EMD-45037,2.99,9byl
EMD-61847,2.56,9jvz
EMD-62246,3.1,9kc9
EMD-60076,3.4,8zge
EMD-50912,2.85,9g06
EMD-37361,2.9,8w8y
EMD-46497,2.96,9d2i
EMD-44985,2.91,9bwx
EMD-45017,2.55,9by1
EMD-61842,2.15,9jvp
EMD-37359,2.9,8w8w
EMD-45031,2.53,9byh
EMD-60877,2.89,9its
EMD-37360,2.9,8w8x
EMD-37488,3.13,8wfa
EMD-39162,2.81,8yd1
EMD-19800,2.8,8s8b
EMD-62247,3.18,9kca
EMD-62775,3.27,9l2g
EMD-37487,3.13,8wf9
EMD-43223,2.14,8vgs
EMD-47325,3.1,9dz6
EMD-61076,2.33,9j1m
EMD-39056,3.39,8y8r
EMD-60473,2.9,8ztu
EMD-61377,3.41,9jcv
EMD-60981,3.1,9ixy
EMD-60879,3.18,9itu
EMD-44771,3.44,9bpc
EMD-45011,2.88,9bxt
EMD-39161,2.24,8yd0
EMD-60474,2.9,8ztv
EMD-45018,3.1,9by2
EMD-46936,2.58,9dj8
EMD-39163,2.39,8yd2
EMD-44041,2.59,9b0h
EMD-44040,2.57,9b0g
EMD-44051,2.81,9b0r
EMD-44039,2.78,9b0f
EMD-39626,3.01,8yw9
EMD-45496,2.61,9ce8
EMD-50203,2.51,9f5y
EMD-39370,3.28,8ykg
EMD-47094,3.1,9dow
EMD-50206,2.55,9f61
EMD-48691,3.4,9mw7
EMD-60718,3.2,9io5
EMD-61255,3.33,9j98
EMD-45443,2.65,9cci
EMD-47100,3.0,9dpa
EMD-45587,2.7,9cgv
EMD-18828,3.19,8r1u
EMD-18648,2.94,8qtb
EMD-44528,3.4,9bh0
EMD-48084,2.75,9eii
EMD-48710,3.1,9mx5
EMD-52212,2.1,9hjc
EMD-60467,2.84,8ztm
EMD-51721,3.4,9gz3
EMD-48697,3.3,9mw8
EMD-47106,2.8,9dpl
EMD-60248,3.49,8zmi
EMD-18654,3.25,8qtv
EMD-60468,2.77,8ztn
EMD-51720,2.9,9gz2
EMD-60524,3.0,8zwe
EMD-41822,3.3,8u1p
EMD-48708,3.0,9mx3
EMD-48085,3.3,9eij
EMD-63358,2.9,9lsk
EMD-62842,2.9,9l5s
EMD-43229,2.19,8vgx
EMD-62841,2.8,9l5r
EMD-45444,2.37,9ccj
EMD-60459,3.17,8zte
EMD-52073,3.1,9hdr
EMD-52072,2.45,9hdq
EMD-50202,2.82,9f5x
EMD-60127,3.08,8zir
EMD-19773,3.2,8s7i
EMD-62516,2.93,9kqv
EMD-62464,3.41,9knw
EMD-39624,3.18,8yw6
EMD-60463,2.9,8zti
EMD-50146,3.49,9f2b
EMD-62466,3.4,9kny
EMD-60462,2.63,8zth
EMD-47661,2.9,9e78
EMD-39388,2.9,8ylp
EMD-60465,2.78,8ztk
EMD-39625,3.17,8yw8
EMD-60464,2.73,8ztj
EMD-52070,2.3,9hdo
EMD-52071,2.5,9hdp
EMD-39394,2.7,8ymc
EMD-47101,2.9,9dpb
EMD-50205,2.39,9f60
EMD-61517,2.94,9jj6
EMD-48083,3.1,9eih
EMD-60466,2.75,8ztl
EMD-61254,3.3,9j97
EMD-60128,3.09,8zis
EMD-18829,3.2,8r1z
EMD-63356,3.3,9lsi
EMD-47260,2.76,9dwq
EMD-60461,2.95,8ztg
EMD-62772,2.83,9l2d
EMD-46751,3.4,9dch
EMD-63357,3.1,9lsj
EMD-50204,2.39,9f5z
EMD-43927,3.3,9ax5
EMD-45761,3.16,9cnv
EMD-48445,2.83,9mo0
EMD-51407,3.3,9gjw
EMD-62295,3.31,9kev
EMD-61000,3.27,9iyp
EMD-46416,2.9,9czh
EMD-45895,2.7,9ct2
EMD-50741,3.16,9ft7
EMD-62293,3.46,9ket
EMD-61829,3.1,9jul
EMD-19920,3.0,9erl
EMD-61833,3.1,9jup
EMD-43875,3.32,9au9
EMD-43874,3.44,9au8
EMD-45253,2.77,9c6o
EMD-50894,3.03,9fzq
EMD-44247,3.03,9b65
EMD-48075,3.2,9ei3
EMD-47832,3.1,9eai
EMD-48071,2.6,9ehz
EMD-45760,2.99,9cnu
EMD-45758,3.25,9cns
EMD-38043,3.4,8x49
EMD-45759,2.97,9cnt
EMD-50032,2.91,9ex7
EMD-52704,2.98,9i81
EMD-39320,3.42,8yii
EMD-61832,3.1,9juo
EMD-46421,2.57,9czm
EMD-48442,3.11,9mnx
EMD-19402,2.39,8ror
EMD-45987,2.48,9cxe
EMD-51288,2.87,9ge3
EMD-39228,2.8,8yfs
EMD-39324,2.35,8yio
EMD-39255,2.6,8ygl
EMD-19919,2.8,9erk
EMD-61830,3.1,9jum
EMD-61794,2.99,9jtc
EMD-46854,2.38,9dh0
EMD-45893,2.72,9css
EMD-61227,2.9,9j8c
EMD-43855,3.11,9au5
EMD-61828,3.3,9juk
EMD-44116,2.55,9b2v
EMD-61228,3.0,9j8d
EMD-39322,2.58,8yil
EMD-48441,3.35,9mnw
EMD-46423,2.87,9czo
EMD-44761,2.7,9bp5
